
***************************************
Calculating total value of all items...
***************************************

Total value: $8,717,398.45

***************************************
Calculating total value by bot...
***************************************

76561198583274760: $115,740.88 (517)
M4A4 | 龍王 (Dragon King) (Field-Tested): $2,471.58 (398)
StatTrak™ AWP | Redline (Field-Tested): $2,435.71 (37)
USP-S | Guardian (Factory New): $2,429.02 (362)
MP7 | Groundwater (Field-Tested): $2,428.14 (858)
★ Gut Knife | Forest DDPAT (Field-Tested): $2,426.06 (26)
AK-47 | Aquamarine Revenge (Well-Worn): $2,421.36 (118)
USP-S | Orion (Field-Tested): $2,369.15 (49)
★ Gut Knife | Boreal Forest (Field-Tested): $2,352.48 (24)
★ Shadow Daggers | Urban Masked (Field-Tested): $2,346.00 (25)
P90 | Desert Warfare (Battle-Scarred): $2,341.12 (59)
AK-47 | Cartel (Factory New): $2,330.73 (87)
M4A1-S | Decimator (Battle-Scarred): $2,318.52 (278)
Autograph Capsule | Challengers (Foil) | Cologne 2016: $2,309.16 (42)
Sticker | Ninjas in Pyjamas | DreamHack 2014: $2,301.12 (72)
Desert Eagle | Crimson Web (Minimal Wear): $2,295.02 (91)
Desert Eagle | Conspiracy (Minimal Wear): $2,293.60 (376)
★ Falchion Knife | Boreal Forest (Field-Tested): $2,279.53 (23)
Tec-9 | Bamboo Forest (Factory New): $2,275.48 (326)
M4A1-S | Atomic Alloy (Well-Worn): $2,264.32 (58)
★ Bloodhound Gloves | Guerrilla (Minimal Wear): $2,262.74 (23)
UMP-45 | Blaze (Factory New): $2,260.98 (159)
AWP | Man-o'-war (Field-Tested): $2,244.00 (75)
AWP | Elite Build (Minimal Wear): $2,229.52 (116)
M4A1-S | Master Piece (Well-Worn): $2,223.00 (26)
AWP | Corticera (Field-Tested): $2,215.68 (192)
M4A1-S | Basilisk (Minimal Wear): $2,206.80 (360)
Five-SeveN | Case Hardened (Minimal Wear): $2,206.62 (207)
Sticker | NiKo | Boston 2018: $2,204.10 (158)
Atlanta 2017 Legends (Holo-Foil): $2,203.13 (29)
M4A4 | 龍王 (Dragon King) (Minimal Wear): $2,199.78 (202)
Desert Eagle | Conspiracy (Factory New): $2,187.36 (248)
Galil AR | Sugar Rush (Factory New): $2,180.16 (36)
Tec-9 | Hades (Factory New): $2,179.74 (102)
StatTrak™ M4A1-S | Dark Water (Field-Tested): $2,174.04 (22)
★ Gut Knife | Night (Field-Tested): $2,141.76 (23)
M4A1-S | Chantico's Fire (Minimal Wear): $2,127.04 (34)
Sticker | iBUYPOWER | Cologne 2014: $2,114.28 (28)
USP-S | Guardian (Minimal Wear): $2,106.93 (381)
AWP | Elite Build (Well-Worn): $2,083.95 (165)
★ Shadow Daggers | Boreal Forest (Field-Tested): $2,074.82 (22)
Sticker | North (Holo) | Krakow 2017: $2,067.36 (146)
Desert Eagle | Urban DDPAT (Well-Worn): $2,065.65 (879)
Glock-18 | Water Elemental (Factory New): $2,054.28 (204)
AK-47 | Point Disarray (Field-Tested): $2,050.86 (257)
M249 | Shipping Forecast (Field-Tested): $2,045.34 (99)
SSG 08 | Detour (Minimal Wear): $2,039.13 (163)
Krakow 2017 Legends (Holo-Foil): $2,030.00 (140)
StatTrak™ AK-47 | Cartel (Minimal Wear): $2,009.25 (47)
M4A1-S | Chantico's Fire (Field-Tested): $2,003.18 (74)
M4A1-S | Mecha Industries (Factory New): $1,993.60 (20)
M4A4 | Desolate Space (Field-Tested): $1,990.20 (428)
Autograph Capsule | Legends (Foil) | Atlanta 2017: $1,988.64 (24)
USP-S | Para Green (Minimal Wear): $1,987.44 (169)
StatTrak™ M4A1-S | Guardian (Field-Tested): $1,986.45 (41)
ESL One Cologne 2015 Legends (Foil): $1,985.55 (105)
StatTrak™ M4A1-S | Cyrex (Field-Tested): $1,984.88 (43)
★ Shadow Daggers | Night (Field-Tested): $1,974.63 (21)
Sticker | Team Dignitas | Cologne 2014: $1,968.75 (45)
Sticker | Flammable (Foil): $1,968.56 (22)
Sticker | NiKo | Krakow 2017: $1,966.77 (117)
Sticker | Luminosity Gaming (Foil) | MLG Columbus 2016: $1,963.08 (42)
SSG 08 | Detour (Field-Tested): $1,947.66 (143)
USP-S | Blueprint (Minimal Wear): $1,945.86 (246)
USP-S | Kill Confirmed (Battle-Scarred): $1,943.70 (62)
Winter Offensive Weapon Case: $1,943.27 (391)
XM1014 | VariCamo Blue (Field-Tested): $1,937.60 (160)
AK-47 | Aquamarine Revenge (Battle-Scarred): $1,931.66 (118)
P2000 | Coach Class (Well-Worn): $1,929.55 (37)
Sticker | ESL One Cologne 2014 (Blue): $1,923.75 (135)
SSG 08 | Detour (Factory New): $1,916.32 (118)
USP-S | Kill Confirmed (Well-Worn): $1,908.65 (59)
Galil AR | Cerberus (Field-Tested): $1,896.14 (113)
P90 | Asiimov (Field-Tested): $1,896.10 (283)
Sticker | Cloud9 | Boston 2018: $1,890.60 (685)
AK-47 | Jaguar (Battle-Scarred): $1,874.83 (47)
USP-S | Para Green (Field-Tested): $1,866.48 (168)
M4A1-S | Hyper Beast (Battle-Scarred): $1,866.48 (168)
AWP | Pink DDPAT (Minimal Wear): $1,843.65 (51)
USP-S | Caiman (Field-Tested): $1,838.64 (47)
SG 553 | Gator Mesh (Battle-Scarred): $1,836.45 (165)
AK-47 | Point Disarray (Minimal Wear): $1,832.29 (109)
Sticker | autimatic | Krakow 2017: $1,824.00 (800)
M4A1-S | Master Piece (Battle-Scarred): $1,816.98 (22)
M4A1-S | Basilisk (Field-Tested): $1,814.75 (427)
StatTrak™ M4A1-S | Hyper Beast (Field-Tested): $1,803.55 (35)
StatTrak™ AWP | Man-o'-war (Minimal Wear): $1,802.50 (25)
M4A4 | Radiation Hazard (Minimal Wear): $1,788.40 (20)
StatTrak™ M4A1-S | Cyrex (Minimal Wear): $1,783.88 (23)
Sticker | Ninjas in Pyjamas (Holo) | DreamHack 2014: $1,768.50 (18)
Sticker | TSM Kinguin (Holo) | Katowice 2015: $1,755.40 (20)
Sawed-Off | Rust Coat (Field-Tested): $1,754.91 (111)
StatTrak™ M4A1-S | Briefing (Minimal Wear): $1,752.94 (133)
Sticker | FalleN (Foil) | Krakow 2017: $1,752.66 (63)
Sticker | B1ad3 (Foil) | Atlanta 2017: $1,740.72 (24)
PP-Bizon | Bamboo Print (Well-Worn): $1,738.08 (306)
StatTrak™ M4A1-S | Guardian (Factory New): $1,737.36 (24)
StatTrak™ AK-47 | Frontside Misty (Minimal Wear): $1,719.12 (29)
Five-SeveN | Nitro (Factory New): $1,702.38 (51)
★ Falchion Knife | Forest DDPAT (Field-Tested): $1,695.75 (17)
SCAR-20 | Cyrex (Factory New): $1,665.01 (31)
Autograph Capsule | Team EnVyUs | Cologne 2015: $1,664.92 (389)
StatTrak™ USP-S | Guardian (Factory New): $1,662.94 (146)
P90 | Asiimov (Minimal Wear): $1,654.35 (123)
Tec-9 | Fuel Injector (Field-Tested): $1,646.10 (558)
StatTrak™ Desert Eagle | Conspiracy (Factory New): $1,642.20 (69)
StatTrak™ USP-S | Orion (Minimal Wear): $1,637.40 (20)
Sticker | ScreaM | Atlanta 2017: $1,636.76 (116)
Sticker | HellRaisers (Holo) | Atlanta 2017: $1,624.74 (26)
AK-47 | Orbit Mk01 (Factory New): $1,624.20 (60)
P250 | Muertos (Minimal Wear): $1,613.67 (361)
StatTrak™ AK-47 | Blue Laminate (Factory New): $1,613.04 (44)
Desert Eagle | Urban DDPAT (Factory New): $1,611.84 (138)
P90 | Cold Blooded (Factory New): $1,610.73 (33)
Sticker | mousesports | Cluj-Napoca 2015: $1,610.37 (261)
Five-SeveN | Monkey Business (Field-Tested): $1,603.03 (767)
StatTrak™ M4A1-S | Guardian (Minimal Wear): $1,590.94 (29)
Sticker | MLG (Foil) | MLG Columbus 2016: $1,583.79 (31)
Sticker | 100 Thieves | Boston 2018: $1,567.29 (89)
Sticker | Stewie2K (Foil) | Krakow 2017: $1,549.02 (33)
StatTrak™ AK-47 | Elite Build (Minimal Wear): $1,538.63 (251)
M4A4 | 龍王 (Dragon King) (Factory New): $1,536.31 (67)
Autograph Capsule | G2 Esports | Cluj-Napoca 2015: $1,520.04 (212)
AUG | Wings (Factory New): $1,513.35 (59)
StatTrak™ Desert Eagle | Crimson Web (Minimal Wear): $1,509.82 (26)
AK-47 | Elite Build (Minimal Wear): $1,498.47 (753)
Sticker | Immortals (Holo) | Krakow 2017: $1,494.30 (85)
Souvenir PP-Bizon | Sand Dashed (Well-Worn): $1,491.35 (35)
AUG | Daedalus (Field-Tested): $1,486.76 (341)
Sticker | Titan (Foil) | Cluj-Napoca 2015: $1,485.60 (15)
StatTrak™ USP-S | Caiman (Minimal Wear): $1,485.18 (18)
Sticker | device | Krakow 2017: $1,480.35 (355)
★ Shadow Daggers | Night (Battle-Scarred): $1,476.16 (16)
Sticker | Flipsid3 Tactics | Katowice 2015: $1,474.65 (45)
Sticker | mousesports | Krakow 2017: $1,471.47 (539)
StatTrak™ USP-S | Caiman (Factory New): $1,460.40 (15)
StatTrak™ M4A1-S | Blood Tiger (Minimal Wear): $1,458.66 (151)
Sticker | FaZe Clan | Krakow 2017: $1,458.00 (1,080)
P250 | Undertow (Factory New): $1,455.30 (33)
Autograph Capsule | Group C (Foil) | Cologne 2015: $1,443.42 (81)
AWP | Worm God (Minimal Wear): $1,442.13 (907)
Sticker | s1mple | Krakow 2017: $1,441.09 (119)
SSG 08 | Big Iron (Field-Tested): $1,432.98 (171)
M4A1-S | Blood Tiger (Factory New): $1,431.54 (241)
Desert Eagle | Night (Field-Tested): $1,429.76 (128)
Sticker | Immortals (Foil) | Krakow 2017: $1,425.88 (43)
Sticker | mousesports (Holo) | MLG Columbus 2016: $1,417.29 (51)
Sticker | Flipsid3 Tactics (Holo) | MLG Columbus 2016: $1,413.76 (64)
StatTrak™ Glock-18 | Water Elemental (Minimal Wear): $1,409.26 (62)
Sticker | FalleN | Krakow 2017: $1,408.95 (155)
Desert Eagle | Kumicho Dragon (Factory New): $1,408.80 (48)
MP7 | Full Stop (Factory New): $1,404.48 (44)
StatTrak™ M4A1-S | Atomic Alloy (Well-Worn): $1,402.20 (30)
Sticker | Team Liquid (Holo) | MLG Columbus 2016: $1,391.60 (35)
Sticker | Splyce | MLG Columbus 2016: $1,382.88 (268)
AWP | Hyper Beast (Battle-Scarred): $1,382.15 (77)
SSG 08 | Blood in the Water (Factory New): $1,378.32 (24)
AK-47 | Cartel (Well-Worn): $1,378.04 (94)
StatTrak™ M4A1-S | Bright Water (Minimal Wear): $1,369.75 (25)
Galil AR | Chatterbox (Field-Tested): $1,358.49 (21)
AK-47 | Frontside Misty (Well-Worn): $1,357.67 (137)
MP7 | Nemesis (Factory New): $1,357.20 (116)
★ Gut Knife | Stained (Field-Tested): $1,353.66 (14)
Sticker | Cloud9 (Foil) | MLG Columbus 2016: $1,353.00 (33)
★ Gut Knife | Ultraviolet (Field-Tested): $1,348.62 (14)
StatTrak™ AWP | Worm God (Minimal Wear): $1,346.85 (365)
StatTrak™ Glock-18 | Water Elemental (Factory New): $1,342.92 (31)
StatTrak™ M4A1-S | Blood Tiger (Factory New): $1,341.90 (105)
Sticker | FalleN (Foil) | MLG Columbus 2016: $1,328.60 (14)
Sticker | Luminosity Gaming | MLG Columbus 2016: $1,325.88 (174)
AK-47 | Black Laminate (Minimal Wear): $1,324.35 (45)
StatTrak™ M4A1-S | Basilisk (Battle-Scarred): $1,322.88 (96)
USP-S | Overgrowth (Minimal Wear): $1,322.46 (54)
M4A1-S | Bright Water (Field-Tested): $1,321.82 (53)
StatTrak™ AWP | Worm God (Field-Tested): $1,319.36 (434)
Sticker | TACO | Krakow 2017: $1,317.86 (503)
StatTrak™ AK-47 | Frontside Misty (Field-Tested): $1,313.28 (48)
AK-47 | Point Disarray (Factory New): $1,311.42 (33)
StatTrak™ Desert Eagle | Crimson Web (Field-Tested): $1,307.00 (100)
StatTrak™ AK-47 | Redline (Well-Worn): $1,303.22 (34)
USP-S | Para Green (Factory New): $1,302.20 (68)
★ Huntsman Knife | Boreal Forest (Field-Tested): $1,296.75 (13)
★ Gut Knife | Blue Steel (Battle-Scarred): $1,294.93 (13)
AK-47 | The Empress (Field-Tested): $1,288.58 (38)
Five-SeveN | Candy Apple (Minimal Wear): $1,275.68 (16)
MAG-7 | Silver (Factory New): $1,275.28 (76)
Sticker | Titan | Cluj-Napoca 2015: $1,274.32 (34)
StatTrak™ AK-47 | Aquamarine Revenge (Field-Tested): $1,274.22 (18)
StatTrak™ XM1014 | Tranquility (Factory New): $1,272.24 (18)
★ Bloodhound Gloves | Guerrilla (Field-Tested): $1,269.60 (15)
Sticker | Team Liquid (Foil) | MLG Columbus 2016: $1,268.44 (19)
P250 | Crimson Kimono (Well-Worn): $1,264.32 (16)
StatTrak™ USP-S | Guardian (Minimal Wear): $1,260.05 (145)
AK-47 | Emerald Pinstripe (Minimal Wear): $1,257.12 (324)
MP7 | Whiteout (Minimal Wear): $1,254.00 (20)
P90 | Trigon (Field-Tested): $1,252.96 (164)
★ Gut Knife | Urban Masked (Field-Tested): $1,250.47 (13)
StatTrak™ AK-47 | Elite Build (Field-Tested): $1,246.90 (337)
MP7 | Asterion (Field-Tested): $1,246.14 (301)
Spectrum 2 Case: $1,244.88 (819)
Sticker | device (Foil) | Krakow 2017: $1,244.50 (50)
Sticker | Titan | Cologne 2014: $1,239.46 (29)
★ Shadow Daggers | Scorched (Field-Tested): $1,238.38 (13)
Sticker | Splyce (Holo) | MLG Columbus 2016: $1,230.72 (48)
StatTrak™ USP-S | Lead Conduit (Factory New): $1,223.60 (76)
StatTrak™ M4A4 | 龍王 (Dragon King) (Factory New): $1,222.54 (22)
DreamHack Cluj-Napoca 2015 Legends (Foil): $1,221.66 (66)
AK-47 | Predator (Well-Worn): $1,205.55 (47)
StatTrak™ SG 553 | Ultraviolet (Minimal Wear): $1,202.26 (47)
Sawed-Off | Bamboo Shadow (Well-Worn): $1,200.42 (351)
StatTrak™ AK-47 | Orbit Mk01 (Factory New): $1,200.42 (18)
Desert Eagle | Crimson Web (Field-Tested): $1,199.55 (165)
Dual Berettas | Briar (Factory New): $1,199.00 (220)
Tec-9 | Hades (Minimal Wear): $1,197.00 (60)
Desert Eagle | Kumicho Dragon (Battle-Scarred): $1,194.16 (88)
AK-47 | Emerald Pinstripe (Factory New): $1,193.64 (147)
StatTrak™ Desert Eagle | Cobalt Disruption (Minimal Wear): $1,191.00 (12)
StatTrak™ Galil AR | Chatterbox (Well-Worn): $1,187.97 (21)
AK-47 | Neon Revolution (Factory New): $1,186.08 (14)
Sticker | tabseN (Foil) | Krakow 2017: $1,179.98 (82)
★ Gut Knife | Blue Steel (Well-Worn): $1,179.84 (12)
StatTrak™ Tec-9 | Isaac (Minimal Wear): $1,178.38 (266)
USP-S | Royal Blue (Well-Worn): $1,177.24 (76)
UMP-45 | Primal Saber (Minimal Wear): $1,176.08 (241)
SCAR-20 | Cyrex (Minimal Wear): $1,176.00 (24)
P90 | Asiimov (Factory New): $1,175.86 (37)
Sticker | Tyloo | Boston 2018: $1,175.72 (266)
USP-S | Serum (Factory New): $1,173.75 (25)
Sticker | Fnatic (Holo) | MLG Columbus 2016: $1,173.48 (77)
Galil AR | Eco (Field-Tested): $1,171.39 (253)
StatTrak™ M4A1-S | Decimator (Minimal Wear): $1,170.96 (28)
M4A4 | X-Ray (Factory New): $1,169.15 (67)
Sticker | Team LDLC.com | DreamHack 2014: $1,167.50 (25)
StatTrak™ USP-S | Stainless (Field-Tested): $1,166.62 (91)
Sticker | kNgV- | Krakow 2017: $1,163.79 (579)
Sticker | Cloud9 (Holo) | MLG Columbus 2016: $1,162.80 (34)
StatTrak™ AK-47 | Orbit Mk01 (Minimal Wear): $1,158.30 (22)
Sticker | FaZe Clan | MLG Columbus 2016: $1,156.28 (548)
AWP | Snake Camo (Field-Tested): $1,148.55 (13)
MAC-10 | Neon Rider (Minimal Wear): $1,145.60 (179)
Sticker | HEN1 | Krakow 2017: $1,142.32 (524)
USP-S | Blueprint (Field-Tested): $1,139.39 (287)
Sticker | Immortals | Krakow 2017: $1,138.76 (686)
★ Gut Knife | Night (Well-Worn): $1,137.96 (12)
M4A4 | Bullet Rain (Minimal Wear): $1,136.96 (76)
AK-47 | Black Laminate (Field-Tested): $1,136.20 (46)
Sticker | s1mple (Foil) | Krakow 2017: $1,133.73 (17)
Nova | Hyper Beast (Factory New): $1,133.24 (41)
Sticker | rain (Foil) | Krakow 2017: $1,133.12 (32)
Sticker | rain | Krakow 2017: $1,132.73 (227)
M4A4 | Desolate Space (Minimal Wear): $1,126.32 (152)
★ Gut Knife | Black Laminate (Well-Worn): $1,126.08 (12)
FAMAS | Doomkitty (Minimal Wear): $1,125.20 (232)
StatTrak™ AK-47 | Aquamarine Revenge (Well-Worn): $1,123.68 (24)
StatTrak™ USP-S | Guardian (Field-Tested): $1,122.10 (229)
★ Shadow Daggers | Night (Minimal Wear): $1,115.76 (12)
Galil AR | Urban Rubble (Field-Tested): $1,111.77 (99)
StatTrak™ AUG | Torque (Factory New): $1,111.50 (75)
StatTrak™ USP-S | Blueprint (Field-Tested): $1,111.32 (126)
★ Gut Knife | Ultraviolet (Well-Worn): $1,109.76 (12)
Five-SeveN | Case Hardened (Well-Worn): $1,103.63 (127)
Sticker | Splyce (Foil) | MLG Columbus 2016: $1,099.90 (34)
Community Sticker Capsule 1: $1,094.80 (460)
P2000 | Silver (Factory New): $1,094.73 (39)
★ Falchion Knife | Safari Mesh (Field-Tested): $1,092.52 (11)
Sticker | Stewie2K | Boston 2018: $1,092.38 (193)
Glock-18 | Brass (Factory New): $1,090.56 (16)
P250 | Nuclear Threat (Minimal Wear): $1,082.40 (15)
AWP | Snake Camo (Minimal Wear): $1,080.72 (12)
StatTrak™ AWP | Elite Build (Factory New): $1,076.78 (17)
Sticker | Fnatic | Katowice 2015: $1,073.28 (104)
USP-S | Dark Water (Minimal Wear): $1,072.65 (15)
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear): $1,072.08 (72)
Sticker | mousesports | Cologne 2015: $1,071.20 (260)
Sticker | Counter Logic Gaming (Foil) | MLG Columbus 2016: $1,071.20 (20)
Five-SeveN | Case Hardened (Factory New): $1,069.90 (65)
MAC-10 | Neon Rider (Factory New): $1,064.65 (107)
Autograph Capsule | mousesports | Cluj-Napoca 2015: $1,063.80 (30)
StatTrak™ AK-47 | Elite Build (Well-Worn): $1,063.44 (422)
Sticker | SK Gaming | Krakow 2017: $1,063.30 (686)
Sticker | Counter Logic Gaming (Holo) | Cologne 2016: $1,062.40 (32)
AWP | Worm God (Factory New): $1,062.20 (470)
Sticker | North | Atlanta 2017: $1,059.05 (359)
Sticker | Luminosity Gaming | Cologne 2015: $1,058.96 (122)
Desert Eagle | Pilot (Minimal Wear): $1,058.52 (12)
StatTrak™ AK-47 | Cartel (Factory New): $1,056.45 (15)
Sticker | HellRaisers | DreamHack 2014: $1,053.83 (17)
StatTrak™ AK-47 | Red Laminate (Battle-Scarred): $1,051.82 (11)
★ Gut Knife | Stained (Well-Worn): $1,050.17 (11)
Sticker | n0thing | Krakow 2017: $1,049.58 (441)
★ Falchion Knife | Forest DDPAT (Battle-Scarred): $1,048.63 (11)
M4A1-S | Briefing (Factory New): $1,048.32 (112)
AWP | Redline (Well-Worn): $1,045.12 (23)
AWP | Phobos (Field-Tested): $1,044.90 (1,161)
StatTrak™ M4A1-S | Golden Coil (Battle-Scarred): $1,043.98 (14)
Galil AR | Urban Rubble (Factory New): $1,039.48 (52)
MAG-7 | Seabird (Well-Worn): $1,035.87 (473)
G3SG1 | Demeter (Battle-Scarred): $1,031.25 (125)
PP-Bizon | Bamboo Print (Field-Tested): $1,031.22 (337)
Tec-9 | Toxic (Minimal Wear): $1,027.08 (162)
StatTrak™ AK-47 | Jaguar (Well-Worn): $1,026.08 (11)
Sticker | MLG (Holo) | MLG Columbus 2016: $1,026.00 (45)
Tec-9 | Nuclear Threat (Minimal Wear): $1,026.00 (12)
Desert Eagle | Night (Factory New): $1,025.92 (16)
Sticker | arya | MLG Columbus 2016: $1,024.74 (18)
Sticker | Spiidi | Cologne 2015: $1,023.48 (18)
Sticker | Team Kinguin | Cologne 2015: $1,012.32 (304)
AK-47 | Emerald Pinstripe (Field-Tested): $1,009.36 (407)
M4A1-S | Decimator (Well-Worn): $1,006.79 (83)
MAG-7 | Storm (Well-Worn): $1,004.87 (257)
Sticker | Natus Vincere (Foil) | MLG Columbus 2016: $1,004.01 (49)
StatTrak™ Glock-18 | Water Elemental (Field-Tested): $1,001.30 (85)
UMP-45 | Primal Saber (Field-Tested): $1,000.40 (488)
AWP | Fever Dream (Battle-Scarred): $999.70 (130)
Sticker | Counter Logic Gaming (Holo) | MLG Columbus 2016: $996.00 (30)
M249 | Blizzard Marbleized (Battle-Scarred): $995.22 (18)
AWP | Corticera (Factory New): $991.22 (29)
AWP | Phobos (Minimal Wear): $989.88 (876)
P2000 | Amber Fade (Factory New): $986.85 (129)
★ Gut Knife | Stained (Minimal Wear): $981.80 (10)
M4A4 | Evil Daimyo (Minimal Wear): $981.00 (436)
Autograph Capsule | Legends (Foil) | Cologne 2016: $976.56 (26)
Desert Eagle | Hypnotic (Minimal Wear): $974.70 (10)
★ Huntsman Knife | Safari Mesh (Field-Tested): $973.30 (10)
StatTrak™ M4A1-S | Hyper Beast (Well-Worn): $973.28 (28)
StatTrak™ AWP | Phobos (Field-Tested): $970.22 (349)
AK-47 | Predator (Minimal Wear): $970.20 (55)
Nova | Moon in Libra (Field-Tested): $970.00 (194)
StatTrak™ Tec-9 | Sandstorm (Field-Tested): $969.15 (1,491)
StatTrak™ USP-S | Blueprint (Minimal Wear): $969.15 (39)
★ Gut Knife | Freehand (Field-Tested): $969.00 (10)
StatTrak™ USP-S | Kill Confirmed (Well-Worn): $966.79 (11)
Galil AR | Chatterbox (Battle-Scarred): $959.64 (132)
MAC-10 | Indigo (Factory New): $959.40 (36)
M4A4 | Desolate Space (Well-Worn): $958.65 (249)
Sticker | FaZe Clan (Holo) | Krakow 2017: $957.60 (56)
Sticker | MSL | Krakow 2017: $957.60 (133)
AK-47 | Red Laminate (Well-Worn): $951.80 (20)
M4A1-S | Basilisk (Factory New): $951.41 (89)
MAG-7 | Bulldozer (Battle-Scarred): $948.48 (128)
Tec-9 | Bamboo Forest (Minimal Wear): $945.72 (222)
Sticker | felps | Krakow 2017: $945.06 (829)
USP-S | Royal Blue (Factory New): $944.69 (17)
Sticker | olofmeister | Krakow 2017: $944.64 (492)
Sticker | myXMG | DreamHack 2014: $943.50 (17)
★ Gut Knife | Forest DDPAT (Well-Worn): $940.50 (10)
★ Gut Knife | Scorched (Field-Tested): $940.50 (10)
MP7 | Asterion (Factory New): $940.00 (200)
